Year,Incident,HourlyNotionalCost,FinalDescription,Animal,OriginofCall,PropertyType,PropertyCategory,RescueType,Ward,Borough,Street
2010,Special Service,260,CAT TRAPPED BETWEEN PIPES AND WATER TANK,Cat,landline,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,Churchfields,Redbridge,Liston Way
2010,Special Service,260,CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Abbey,Merton,Granville Road
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,mobile,Other outdoor location ,Outdoor,from height,Wallington North,Sutton,Park Road
2010,Special Service,260,CAT STUCK ON CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Hillingdon East,Hillingdon,Oakdene Road
2010,Special Service,260,CAT TRAPPED ON ROOF,Cat,mobile,Swimming Pool ,Non Residential,from height,Homerton,Hackney,Lower Clapton Road
2010,Special Service,260,CAT TRAPPED IN FENCE,Cat,mobile,Park ,Outdoor,from height,Mile End,Tower Hamlets,Agnes Street
2010,Special Service,260,CAT TRAPPED UP CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Peckham Rye,Southwark,Colyton Road
2010,Special Service,260,CAT TRAPPED,Cat,landline,Outdoor storage ,Outdoor Structure,from height,Seven Kings,Redbridge,Elgin Road
2010,Special Service,260,CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,East Acton,Ealing,Third Avenue
2010,Special Service,260,ASSIST RSPCA WITH CAT ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Purley Oaks & Riddlesdown,Croydon,Norman Avenue
2010,Special Service,260,ASSIST RSPCA WITH CAT ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Cockfosters,Enfield,Old Orchard Close
2010,Special Service,260,CAT TRAPPED BEHIND SECURITY GATE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Lancaster Gate,Westminster,Pembridge Square
2010,Special Service,260,ASSIST RSPCA WITH CAT TRAPPED ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Brixton Hill,Lambeth,Mauleverer Road
2010,Special Service,260,CAT STUCK UP CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,Purley Oaks & Riddlesdown,Croydon,Brancaster Lane
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Herne Hill,Lambeth,Lowden Road
2010,Special Service,260,CAT STUCK BETWEEN WALLS OF ROOM,Cat,landline,House - single occupancy ,Dwelling,from height,Hoe Street,Waltham Forest,Grosvenor Park Road
2010,Special Service,260,CAT TRAPPED BEHIND WALL,Cat,landline,House - single occupancy ,Dwelling,from height,Hoe Street,Waltham Forest,Grosvenor Park Road
2010,Special Service,260,KITTEN STUCK IN TREE,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,Harefield,Hillingdon,Sanctuary Close
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,Canonbury,Islington,Willow Bridge Road
2010,Special Service,260,CAT STUCK UP TREE,Cat,mobile,Other outdoor location ,Outdoor,from height,Pinner South,Harrow,Pembroke Avenue
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Woodside,Croydon,Howard Road
2010,Special Service,260,CAT STUCK UP TREE,Cat,landline,Heathland ,Outdoor,from height,Shirley,Croydon,Bramble Close
2010,Special Service,260,RUNNING CALL TO CAT STUCK IN LOFT,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Hammersmith Broadway,Hammersmith and Fulham,Hammersmith Grove
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,West Twickenham,Richmond upon Thames,Lisbon Avenue
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,Purley & Woodcote,Croydon,Promenade de Verdun
2010,Special Service,260,CAT FALLEN DOWN CHUTE - POSSIBLY TRAPPED,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,Thamesmead Moorings,Greenwich,Attlee Road
2010,Special Service,260,RUNNING CALL TO CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Turnham Green,Hounslow,Marlborough Road
2010,Special Service,260,KITTEN TRAPPED IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,Twickenham Riverside,Richmond upon Thames,Grosvenor Road
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Hillrise,Islington,Hazellville Road
2010,Special Service,260,CAT TRAPPED ON WINDOWSILL,Cat,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Stroud Green,Haringey,Upper Tollington Park
2010,Special Service,260,CAT UP TREE,Cat,landline,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,Hillrise,Islington,Hazellville Road
2010,Special Service,260,CAT STUCK UP TREE,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,Eastcote and East Ruislip,Hillingdon,Campbell Close
2010,Special Service,260,ASSIST RSPCA WITH CAT ON ROOF,Cat,landline,Other outdoor location ,Outdoor,from height,Wandle Valley,Sutton,Lyle Close
2010,Special Service,260,CAT STUCK ON WINDOWSILL,Cat,police,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,Latchmere,Wandsworth,Wye Street
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,House - single occupancy ,Dwelling,from height,St. Peter's,Tower Hamlets,Wadeson Street
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Wallington North,Sutton,Park Lane
2010,Special Service,260,CAT STUCK ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,Crofton Park,Lewisham,Marnock Road
2010,Special Service,260,Redacted,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Tulse Hill,Lambeth,Arlingford Road
2010,Special Service,260,CAT TRAPPED IN GUTTER ON ROOF,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Streatham Hill,Lambeth,Telford Avenue
2010,Special Service,260,CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Southfields,Wandsworth,Balvernie Grove
2010,Special Service,260,CAT TRAPPED IN BIN CHUTE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Queen's Park,Westminster,Sixth Avenue
2010,Special Service,260,TO ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,mobile,Tree scrub ,Outdoor,from height,Crystal Palace,Bromley,Belvedere Road
2010,Special Service,260,CAT STUCK ON A ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Shirley North,Croydon,The Glade
2010,Special Service,260,CAT TRAPPED ON ROOF,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Champion Hill,Southwark,Grove Lane
2010,Special Service,260,ASSIST RSPCA TO CAT IN TREE,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,Camden Town with Primrose Hill,Camden,Ainger Road
2010,Special Service,260,CAT TRAPPED UP A TREE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,Hounslow Central,Hounslow,Myrtle Road
2010,Special Service,260,TO ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Ladywell,Lewisham,Slagrove Place
2010,Special Service,260,CAT STUCK IN DRAINPIPE,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Junction,Islington,St. John's Grove
2010,Special Service,260,CAT TRAPPED IN WALL SPACE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Brockley,Lewisham,Deals Gateway
2010,Special Service,260,CAT IN PRECARIOUS POSITION,Cat,landline,Wasteland ,Outdoor,from height,Farnborough and Crofton,Bromley,York Rise
2010,Special Service,260,CAT STUCK IN TREE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,Caledonian,Islington,Stanmore Street
2010,Special Service,260,CAT TRAPPED IN PRICKLY BUSHES,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,Plaistow North,Newham,North Street
2010,Special Service,260,CAT TRAPPED IN WALL CAVITY,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Coldharbour,Lambeth,Loughborough Estate
2010,Special Service,260,CAT STUCK IN WINDOW FRAME,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Woolwich Riverside,Greenwich,Kingsman Street
2010,Special Service,260,CAT IN PRECARIOUS POSITION,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,West Hampstead,Camden,West End Lane
2010,Special Service,260,CAT FALLEN BEHIND BUILT IN CUPBOARD,Cat,landline,House - single occupancy ,Dwelling,from height,Stamford Hill West,Hackney,Dunsmure Road
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,Northcote,Wandsworth,Wakehurst Road
2010,Special Service,260,ASSIST RSPCA  REP WITH CAT UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Stanmore Park,Harrow,Bridges Road
2010,Special Service,260,ASSIST RSPCA WITH CAT ON THE ROOF,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Avonmore and Brook Green,Hammersmith and Fulham,Maclise Road
2010,Special Service,260,CAT STUCK IN CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Ealing Common,Ealing,Webster Gardens
2010,Special Service,260,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,Blendon & Penhill,Bexley,Harcourt Avenue
2010,Special Service,260,RUNNING CALL KITTEN STUCK IN TREE,Cat,landline,Cycle path/public footpath/bridleway ,Outdoor,from height,Livesey,Southwark,Rotherhithe New Road
2010,Special Service,260,CAT STUCK ON CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,Nunhead & Queen's Road,Southwark,Hollydale Road
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Crystal Palace,Bromley,Belvedere Road
2010,Special Service,260,Redacted,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Rye Lane,Southwark,Galatea Square
2010,Special Service,260,CAT STUCK ON BALCONY,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Marylebone High Street,Westminster,Wimpole Street
2010,Special Service,260,CAT STUCK UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Crofton Park,Lewisham,Ewart Road
2010,Special Service,260,CAT STUCK ON WINDOW LEDGE,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,St. Mark's,Kingston upon Thames,Claremont Road
2010,Special Service,260,CAT TRAPPED IN HOLE BEHIND A KITCHEN CUPBOARD,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Earl's Court,Kensington and Chelsea,Philbeach Gardens
2010,Special Service,260,KITTEN TRAPPED BEHIND FIREPLACE,Cat,landline,House - single occupancy ,Dwelling,from height,Eastcote and East Ruislip,Hillingdon,The Close
2010,Special Service,260,CAT TRAPPED ON ROOF,Cat,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Harlesden,Brent,St. Marys Road
2010,Special Service,260,CAT UP TREE,Cat,landline,Club/night club ,Non Residential,from height,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,Parkleys
2010,Special Service,260,ASSISTING RSPCA WITH CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Woolwich Common,Greenwich,Ordnance Road
2010,Special Service,260,CAT TRAPPED BY COLLAR  ON TREE,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,Elthorne,Ealing,Boston Road
2010,Special Service,260,CAT TRAPPED IN RUBBISH CHUTE,Cat,police,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Clapham Town,Lambeth,Macaulay Road
2010,Special Service,260,Redacted,Cat,landline,Library ,Non Residential,from height,East Ham Central,Newham,High Street South
2010,Special Service,260,CAT IN PRECARIOUS POSITION,Cat,landline,Other outdoor structures ,Outdoor Structure,from height,Shadwell,Tower Hamlets,Tarling Street
2010,Special Service,260,RUNNING CALL TO CAT STUCK UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Tudor,Kingston upon Thames,Aragon Road
2010,Special Service,260,INJURED CAT STUCK IN TREE,Cat,landline,Park ,Outdoor,from height,Acton Central,Ealing,Horn Lane
2010,Special Service,260,RUNNING CALL TO CAT STUCK IN CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Abbey,Merton,Granville Road
2010,Special Service,260,RUNNING CALL TO CAT TRAPPED IN BILLBOARD,Cat,landline,Other outdoor structures ,Outdoor Structure,from height,West Barnes,Merton,Burlington Road
2010,Special Service,260,CAT STUCK UP CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Thurlow Park,Lambeth,Chestnut Road
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Park ,Outdoor,from height,Northolt Mandeville,Ealing,Alderney Gardens
2010,Special Service,260,CAT TRAPPED ON LEDGE,Cat,mobile,House - single occupancy ,Dwelling,from height,Ferndale,Lambeth,Britannia Close
2010,Special Service,260,CAT STUCK ON SCAFFOLDING,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Ravenscourt Park,Hammersmith and Fulham,Goldhawk Road
2010,Special Service,260,DISTRESSED CAT TRAPPED IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,Hackney Downs,Hackney,Clarence Road
2010,Special Service,260,KITTEN STUCK AT REAR OF ELECTRICY CIRCUIT BOX,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Willesden Green,Brent,Chapter Road
2010,Special Service,260,RUNNING CALL TO CAT STUCK UP CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Knight's Hill,Lambeth,Selsdon Road
2010,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,mobile,Other outdoor location ,Outdoor,from height,Maida Vale,Westminster,Elgin Avenue
2010,Special Service,260,RUNNING CALL TO CAT TRAPPED IN A BIN,Cat,landline,Other outdoor structures ,Outdoor Structure,from height,King's Park,Hackney,Rushmore Road
2010,Special Service,260,CAT UP TREE,Cat,landline,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,South Bermondsey,Southwark,Beatrice Road
2010,Special Service,260,ASSIST RSPCA OFFICER WITH CAT UP TREE,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,Northolt Mandeville,Ealing,Alderney Gardens
2010,Special Service,260,CAT IN DISTRESS,Cat,landline,Tree scrub ,Outdoor,from height,Canons,Harrow,Handel Way
2010,Special Service,260,CAT IN DISTRESS,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,Wallington North,Sutton,Bute Court
2010,Special Service,260,CAT IN DISTRESS,Cat,landline,House - single occupancy ,Dwelling,from height,Downham,Lewisham,Oakridge Road
2010,Special Service,260,INJURED CAT UP TREE,Cat,mobile,Tree scrub ,Outdoor,from height,Custom House,Newham,Baxter Road
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,Ladywell,Lewisham,Adelaide Avenue
2010,Special Service,260,ASSIST RSPCA - CAT ON LEDGE,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Alibon,Barking and Dagenham,St. Mark's Place
2010,Special Service,260,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,Woolwich Riverside,Greenwich,Leda Road
2010,Special Service,260,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Forest Gate South,Newham,Romford Road
2010,Special Service,260,CAT STUCK IN BARBED WIRE,Cat,landline,Other outdoor location ,Outdoor,from height,St. Leonard's,Lambeth,Abbotswood Road
2010,Special Service,260,TO ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,Sutton North,Sutton,All Saints Road
2010,Special Service,260,KITTENS POSSIBLY TRAPPED BEHIND COOKER,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,Ealing Common,Ealing,Hanger Lane
2010,Special Service,260,CAT BELIEVED TO BE INJURED ON ROOF OF BLOCK OF FLATS,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,Wood Street,Waltham Forest,Stocksfield Road
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Scrub land ,Outdoor,from height,Wood Street,Waltham Forest,Hylands Road
2010,Special Service,260,CAT TRAPPED IN ROOF GUTTERING,Cat,mobile,Other outdoor location ,Outdoor,from height,Roehampton and Putney Heath,Wandsworth,Norstead Place
2010,Special Service,260,ASSIST RSPCA WITH CAT IN TREE,Cat,landline,House - single occupancy ,Dwelling,from height,Town,Enfield,Parsonage Lane
2010,Special Service,260,ASSIST RSPCA WITH CAT TRAPPED ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,Purley & Woodcote,Croydon,Northwood Avenue
2010,Special Service,260,ASSIST RSPCA WITH CAT UP TREE,Cat,landline,Tree scrub ,Outdoor,from height,Hanworth Park,Hounslow,Pevensey Road
2010,Special Service,260,CAT SHUT IN DERELICT BUILDING,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,Forest Hill,Lewisham,Devonshire Road
2010,Special Service,260,CAT STUCK ON A CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Churchfields,Redbridge,Eagle Terrace
2010,Special Service,260,RUNNING CALL TO CAT IN PRECARIOUS POSITION,Cat,landline,House - single occupancy ,Dwelling,from height,Southgate,Enfield,Bourne Avenue
2010,Special Service,260,RUNNING CALL TO KITTEN IN TREE,Cat,landline,Other outdoor location ,Outdoor,from height,Cheam,Sutton,Chelsea Gardens
2010,Special Service,260,CAT TRAPPED IN SHUTTERS,Cat,mobile,Other outdoor structures ,Outdoor Structure,from height,Shadwell,Tower Hamlets,Commercial Road
2010,Special Service,260,CAT ON TOP OF CHIMNEY,Cat,landline,House - single occupancy ,Dwelling,from height,Sutton West,Sutton,Alberta Avenue
2011,Special Service,260,CAT STUCK IN TREE,Cat,landline,House - single occupancy ,Dwelling,from height,Cray Valley West,Bromley,Millfield Cottages
2011,Special Service,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,Thurlow Park,Lambeth,Norwood Road
2011,Special Service,260,CAT TRAPPED IN GUTTERING,Cat,landline,Pipe or drain ,Outdoor Structure,from height,Finsbury Park,Islington,Corker Walk
